code-barres,"date création exemplaire","date dernier retour exemplaire","nb prêts","code collection",lib1,lib2,lib3,lib4
C0004540913,2007-11-16,2017-06,24,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004542020,2007-11-14,2016-12,24,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004671772,2008-02-02,2017-07,78,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004669678,2008-02-02,2017-07,77,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004667765,2008-02-02,2017-03,34,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004671992,2008-02-06,,76,JABPFEV,Jeunesse,Albums,Eveil,
C0005242568,2011-09-10,2017-06,58,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004939798,2009-10-20,2014-09,62,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004544200,2007-12-01,2017-02,24,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005249560,2012-05-26,2017-06,76,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005199498,2013-05-28,2017-03,39,JBDCMZZ,Jeunesse,"Bandes dessinées",Comics,
C0005304857,2010-02-02,2017-01,28,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0006016708,2014-05-13,2017-07,57,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004855198,2009-09-25,,35,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005142001,2011-01-25,2017-04,82,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004680098,2008-03-22,2017-07,80,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005199082,2008-03-27,2017-07,71,JABPFEV,Jeunesse,Albums,Eveil,
C0005177682,2008-03-27,2017-06,56,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005464494,2012-04-04,2017-03,32,JABPFEV,Jeunesse,Albums,Eveil,
C0004576362,2008-03-28,2017-03,43,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004576833,2008-03-28,2017-03,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004578542,2008-04-16,2017-03,93,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004580824,2008-04-17,2014-12,36,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004626400,2008-05-06,2017-07,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004627244,2008-05-13,2016-12,57,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005066506,2010-01-26,2017-06,28,JABPFEV,Jeunesse,Albums,Eveil,
C0005001695,2013-07-26,2017-04,17,JABPFEV,Jeunesse,Albums,Eveil,
C0004722573,2008-08-19,2017-05,62,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005794737,2014-06-19,2017-07,18,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004721608,2008-08-13,2016-12,43,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004721828,2008-08-16,2017-01,14,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004698677,2008-08-19,2017-08,43,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004633481,2008-06-18,2017-06,123,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004694306,2008-06-19,,40,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004585052,2008-06-26,2017-05,46,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004721307,2008-08-14,2016-08,11,JDTFDZZ,Jeunesse,Documentaires,"Fonds didactique",
C0004728731,2008-09-12,2017-04,10,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0004729397,2008-09-12,2017-07,123,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004834265,2009-03-05,2017-03,48,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005243904,2011-10-04,2017-06,60,JABPFEV,Jeunesse,Albums,Eveil,
C0004750607,2008-10-04,2017-07,29,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0004747492,2008-09-25,2017-07,30,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004740589,2008-10-11,2016-11,52,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005533244,2012-07-28,2017-05,47,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004752104,2008-11-08,2016-10,12,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005173298,2011-02-18,2017-07,61,JABPFIP,Jeunesse,Albums,"Imagiers petits enfants",
C0004746763,2008-11-05,2017-01,50,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004756564,2008-11-22,2017-06,23,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005387649,2013-03-16,2017-01,39,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0005197543,2012-05-23,2017-04,70,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004770047,2008-11-28,2017-06,88,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004745084,2008-11-29,2017-04,70,JBDCMZZ,Jeunesse,"Bandes dessinées",Comics,
C0005039614,2009-12-01,2017-04,110,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004764606,2008-11-29,2017-06,64,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0005533061,2012-07-27,2017-07,54,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004818227,2009-01-22,2017-05,50,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005304946,2010-02-03,,29,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004856411,2009-09-29,2014-12,56,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004832598,2009-02-28,2014-12,46,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005496136,2012-03-01,2014-10,20,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005494422,2012-02-02,,4,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004804862,2009-03-14,2016-12,18,JABPFCO,Jeunesse,Albums,Comptines,
C0005653942,2013-11-22,2016-12,14,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005493388,2012-02-01,2017-01,81,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005548621,2013-07-27,2017-04,35,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004843858,2009-04-07,2016-12,105,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005796700,2014-06-20,2017-03,29,JABPFEV,Jeunesse,Albums,Eveil,
C0004863507,2009-04-10,2017-04,72,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004863426,2009-04-16,2017-03,48,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0004865355,2009-04-16,2017-03,61,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005002510,2013-07-27,2016-11,28,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004887137,2009-04-18,2017-06,66,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004883963,2009-05-27,2017-06,74,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0004890601,2009-07-03,2017-05,17,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0004889707,2009-06-27,2016-03,4,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004889820,2009-06-30,2017-03,16,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004901240,2009-06-02,,45,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0006017811,2014-05-13,2017-08,30,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005388295,2013-03-22,2017-04,35,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004556304,2009-06-18,2017-08,61,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0004902050,2009-06-12,2017-04,44,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004915257,2009-06-30,2017-04,56,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005851584,2014-02-20,2017-07,31,JABPFCO,Jeunesse,Albums,Comptines,
C0005796427,2014-06-20,2017-01,28,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004222272,2006-01-21,2017-01,60,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004462408,2010-07-16,2017-07,40,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004848735,2009-08-28,2014-08,45,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004856194,2009-09-25,2017-06,55,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005854653,2014-01-21,2017-05,26,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0004850203,2009-09-08,2017-01,34,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005171694,2011-01-12,2017-05,3,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0005301396,2009-11-04,2017-04,40,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005011446,2009-10-16,2016-10,58,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0004939764,2009-10-09,2017-07,30,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004940587,2009-09-30,2017-06,28,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004937893,2009-09-26,2017-07,64,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005174977,2011-03-11,2017-02,69,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004940414,2009-09-30,2017-02,80,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004937958,2009-09-26,2017-07,50,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004937835,2009-09-30,,34,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005243823,2011-10-04,2017-03,52,JABPFEV,Jeunesse,Albums,Eveil,
C0005493906,2012-02-02,2017-05,48,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005549764,2013-08-01,2017-06,48,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004944824,2009-10-28,2017-02,21,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0005074151,2009-10-28,2017-06,96,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004943682,2009-10-31,2017-04,41,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005301655,2009-11-06,2016-12,57,JABPFEV,Jeunesse,Albums,Eveil,
C0005064813,2009-11-26,2017-03,43,JABPFCO,Jeunesse,Albums,Comptines,
C0005037654,2009-11-26,2017-07,37,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005039054,2009-11-27,2016-04,9,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0005303788,2009-11-27,2016-12,69,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005039779,2009-12-04,2017-06,74,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006013172,2014-05-23,2017-04,30,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005065940,2009-12-11,2017-07,22,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005065770,2009-12-11,2017-05,34,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005291363,2010-06-16,2017-07,88,JABPFEV,Jeunesse,Albums,Eveil,
C0005305455,2010-02-23,2017-01,22,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005069619,2010-02-23,2017-06,56,JABPFIP,Jeunesse,Albums,"Imagiers petits enfants",
C0005069635,2010-02-23,2017-01,39,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005548569,2013-07-26,2017-02,32,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005795758,2014-06-12,2017-07,52,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005200003,2014-03-15,2017-06,44,JABPFEV,Jeunesse,Albums,Eveil,
C0005046394,2010-04-27,2017-05,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005046564,2010-04-27,2017-05,56,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005046035,2010-04-24,2017-06,50,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005078545,2010-04-24,2017-07,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005080788,2010-06-17,2015-09,23,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005080291,2010-06-17,2016-12,35,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005047609,2010-05-15,2017-04,72,JABPFEV,Jeunesse,Albums,Eveil,
C0005047722,2010-05-15,2017-07,65,JABPFEV,Jeunesse,Albums,Eveil,
C0005266774,2010-08-03,2017-04,88,JABPFEV,Jeunesse,Albums,Eveil,
C0005284968,2010-07-09,2016-11,16,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005462766,2012-03-29,2017-04,55,JABPFIP,Jeunesse,Albums,"Imagiers petits enfants",
C0005263433,2010-06-18,2017-04,37,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005262966,2010-06-16,,9,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005493471,2012-02-01,2017-07,72,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005678358,2013-06-12,2017-01,32,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005165732,2013-04-27,2017-03,31,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005263996,2010-07-09,2017-08,47,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005641789,2014-03-07,2017-06,40,JABPFIP,Jeunesse,Albums,"Imagiers petits enfants",
C0005265134,2010-07-21,2017-03,14,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005385447,2013-01-19,2017-06,47,JABPFEV,Jeunesse,Albums,Eveil,
C0005243742,2011-10-07,2017-07,55,JABPFEV,Jeunesse,Albums,Eveil,
C0005267152,2010-08-03,2017-02,63,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005268051,2010-08-05,2017-03,57,JABPFEV,Jeunesse,Albums,Eveil,
C0005268409,2010-08-05,2017-01,58,JABPFEV,Jeunesse,Albums,Eveil,
C0005082293,2010-09-08,2016-10,35,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005289162,2010-10-19,2017-02,68,JROPLZZ,Jeunesse,Romans,"Romans policiers pour enfants",
C0005287982,2010-09-28,2017-05,73,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005287275,2010-09-28,2017-05,52,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005287348,2010-09-28,2017-07,41,JABPFEV,Jeunesse,Albums,Eveil,
C0005286847,2010-09-29,2017-01,59,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005286986,2010-09-28,2017-02,30,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005533191,2012-07-28,2017-03,38,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005286952,2010-09-29,2017-04,71,JABPFEV,Jeunesse,Albums,Eveil,
C0005299531,2010-10-21,2017-05,76,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005299206,2010-10-21,2016-12,50,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005299476,2010-10-21,2017-03,91,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005289976,2010-10-27,2017-06,42,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005289992,2010-10-30,2017-06,45,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005317729,2011-01-20,2017-06,48,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005316765,2010-12-30,2016-04,40,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005316715,2010-12-30,2017-06,57,JABPFEV,Jeunesse,Albums,Eveil,
C0005119448,2010-12-17,2017-06,53,JABPFEV,Jeunesse,Albums,Eveil,
C0005171050,2010-12-18,2017-01,99,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006017156,2014-05-13,2017-07,51,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005820894,2013-12-12,2017-04,51,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006012588,2014-05-27,2017-04,50,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006017200,2014-05-13,2017-03,45,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005523047,2012-10-23,2014-12,14,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005318953,2011-03-08,2017-04,39,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005318717,2011-03-08,2017-05,44,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005173028,2011-02-22,2017-07,83,JABPFEV,Jeunesse,Albums,Eveil,
C0006007836,2014-06-25,2017-02,33,J32,Jeunesse,"Presse jeunesse",,
C0005197234,2012-03-27,2017-07,59,JABPFEV,Jeunesse,Albums,Eveil,
C0005193141,2011-03-17,2017-07,64,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005145091,2011-03-25,2017-05,76,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0005175305,2011-03-19,2017-05,37,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005175410,2011-03-19,2017-06,64,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005188188,2011-03-24,2017-05,51,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005139163,2014-04-11,2015-01,11,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005188413,2011-04-09,2017-05,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005189524,2011-04-28,,15,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0006012526,2014-05-27,2014-12,8,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005189671,2012-01-26,2017-03,63,JBDCMZZ,Jeunesse,"Bandes dessinées",Comics,
C0005236452,2011-08-13,2017-06,62,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005200794,2011-06-21,2017-08,52,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005240825,2011-08-23,2017-05,49,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005165342,2013-04-27,2014-07,16,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0006017064,2014-05-13,2017-02,39,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005476411,2011-09-16,2016-09,34,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005243564,2011-10-07,2017-04,62,JABPFEV,Jeunesse,Albums,Eveil,
C0005208378,2011-10-13,2017-03,34,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005209308,2011-10-14,2017-06,61,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005331551,2011-10-21,2017-07,68,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006018627,2014-04-30,2017-02,44,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005331918,2011-10-21,2017-05,53,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005854868,2014-01-21,2017-04,23,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005480111,2011-11-25,2016-10,60,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005333646,2011-11-16,2017-05,31,JABPFEV,Jeunesse,Albums,Eveil,
C0005449323,2011-12-28,2017-07,45,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005448913,2011-12-27,2017-05,52,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005448203,2011-12-17,2017-04,52,JROPLZZ,Jeunesse,Romans,"Romans policiers pour enfants",
C0005448227,2011-12-17,2017-07,50,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005197810,2012-06-29,2017-06,59,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005337996,2012-01-28,2017-01,28,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005337972,2012-01-28,2017-02,29,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005338368,2012-01-28,2017-08,73,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005338139,2012-01-28,2016-02,12,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005445363,2011-11-25,2017-07,53,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005445371,2011-11-25,2017-07,55,JABPFEV,Jeunesse,Albums,Eveil,
C0005446674,2011-12-03,2017-05,77,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005246871,2011-12-15,2017-02,33,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005246635,2011-12-15,2017-06,27,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005246952,2011-12-15,2017-03,66,JABPFEV,Jeunesse,Albums,Eveil,
C0005448784,2011-12-23,2017-03,39,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005340019,2012-03-13,2016-12,24,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005495252,2012-02-23,2017-06,38,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005495375,2012-02-23,2017-04,59,JABPFIP,Jeunesse,Albums,"Imagiers petits enfants",
C0005339501,2012-02-24,2017-03,54,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005339303,2012-02-24,2017-04,40,JABPFIP,Jeunesse,Albums,"Imagiers petits enfants",
C0005339297,2012-02-24,2017-04,38,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0006016685,2014-05-13,2017-07,55,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005496488,2012-03-01,2017-01,63,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005404575,2012-04-17,2017-02,21,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005853472,2014-01-31,2017-02,32,JABPFEV,Jeunesse,Albums,Eveil,
C0005197307,2012-03-27,2017-07,48,JABPFEV,Jeunesse,Albums,Eveil,
C0005465057,2012-04-06,2017-05,68,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005500321,2012-05-22,2017-05,46,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005409761,2012-06-22,2017-04,45,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005139008,2014-04-11,2017-05,15,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005409938,2012-06-22,2017-06,61,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005410002,2012-06-22,2017-06,48,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005410095,2012-06-22,2017-08,51,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005568581,2012-07-03,2016-12,39,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005601486,2012-05-23,2017-07,52,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005533886,2012-08-01,2017-06,31,JABPFCO,Jeunesse,Albums,Comptines,
C0005569243,2012-07-25,2017-05,30,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004821351,2012-07-25,2016-12,22,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004821335,2012-07-07,2017-02,37,JABPFIP,Jeunesse,Albums,"Imagiers petits enfants",
C0004821157,2012-07-25,2017-01,47,JABPFEV,Jeunesse,Albums,Eveil,
C0005162873,2013-04-09,2016-06,46,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005162603,2013-04-09,2017-03,49,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005556281,2012-10-02,2017-08,42,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005556427,2012-10-02,2017-01,42,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005539826,2012-10-02,2014-12,26,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005557783,2012-10-06,2017-06,52,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005557264,2012-10-06,2014-12,24,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005557356,2012-10-06,2017-05,74,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005522286,2012-10-13,2017-06,48,JABPFEV,Jeunesse,Albums,Eveil,
C0005522194,2012-10-13,2017-03,47,JABPFCO,Jeunesse,Albums,Comptines,
C0005383009,2012-11-23,2017-08,48,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005560301,2012-11-17,2017-01,28,JABHLZZ,Jeunesse,Albums,"Contes en livre sonore",
C0005560585,2012-11-17,2017-04,46,JABPFEV,Jeunesse,Albums,Eveil,
C0005383047,2012-11-23,2016-09,19,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005452828,2012-12-06,2017-02,24,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005452972,2012-12-06,2017-01,27,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005345557,2012-12-14,2017-07,36,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005385691,2013-01-19,2016-04,31,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005385713,2013-01-19,2017-07,40,JABPFIP,Jeunesse,Albums,"Imagiers petits enfants",
C0005165334,2013-04-27,2017-03,36,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005558186,2013-06-14,2017-04,23,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
